OUT ID	ITS_AP1	ITS_AP2	ITS_AP3	ITS_AP4	ITS_AP5	ITS_AP6	ITS_AR1	ITS_AR2	ITS_AR3	ITS_AR4	ITS_AR5	ITS_AR6	ITS_AS1	ITS_AS2	ITS_AS3	ITS_AS4	ITS_AS5	ITS_AS6	ITS_BP1	ITS_BP2	ITS_BP3	ITS_BP4	ITS_BP5	ITS_BP6	ITS_BR1	ITS_BR2	ITS_BR3	ITS_BR4	ITS_BR5	ITS_BR6	ITS_BS1	ITS_BS2	ITS_BS3	ITS_BS4	ITS_BS5	ITS_BS6	ITS_BSB1	ITS_BSB10	ITS_BSB2	ITS_BSB3	ITS_BSB4	ITS_BSB5	ITS_BSB6	ITS_BSB7	ITS_BSB8	ITS_BSB9	ITS_BSEB1	ITS_BSEB10	ITS_BSEB2	ITS_BSEB3	ITS_BSEB4	ITS_BSEB5	ITS_BSEB6	ITS_BSEB7	ITS_BSEB8	ITS_BSEB9	ITS_BSPB1	ITS_BSPB10	ITS_BSPB2	ITS_BSPB3	ITS_BSPB4	ITS_BSPB5	ITS_BSPB6	ITS_BSPB7	ITS_BSPB8	ITS_BSPB9	ITS_CEP1	ITS_CEP2	ITS_CEP3	ITS_CEP4	ITS_CEP5	ITS_CEP6	ITS_CER1	ITS_CER2	ITS_CER3	ITS_CER4	ITS_CER5	ITS_CER6	ITS_CES1	ITS_CES2	ITS_CES3	ITS_CES4	ITS_CES5	ITS_CES6	ITS_CP1	ITS_CP2	ITS_CP3	ITS_CP4	ITS_CP5	ITS_CP6	ITS_CPP1	ITS_CPP2	ITS_CPP3	ITS_CPP4	ITS_CPP5	ITS_CPP6	ITS_CPR1	ITS_CPR2	ITS_CPR3	ITS_CPR4	ITS_CPR5	ITS_CPR6	ITS_CPS1	ITS_CPS2	ITS_CPS3	ITS_CPS4	ITS_CPS5	ITS_CPS6	ITS_CR1	ITS_CR2	ITS_CR3	ITS_CR4	ITS_CR5	ITS_CR6	ITS_CS1	ITS_CS2	ITS_CS3	ITS_CS4	ITS_CS5	ITS_CS6	ITS_DP1	ITS_DP2	ITS_DP3	ITS_DP4	ITS_DP5	ITS_DP6	ITS_DR1	ITS_DR2	ITS_DR3	ITS_DR4	ITS_DR5	ITS_DR6	ITS_DS1	ITS_DS2	ITS_DS3	ITS_DS4	ITS_DS5	ITS_DS6	ITS_EP1	ITS_EP2	ITS_EP3	ITS_EP4	ITS_EP5	ITS_EP6	ITS_ER1	ITS_ER2	ITS_ER3	ITS_ER4	ITS_ER5	ITS_ER6	ITS_ES1	ITS_ES2	ITS_ES3	ITS_ES4	ITS_ES5	ITS_ES6	ITS_FP1	ITS_FP2	ITS_FP3	ITS_FP4	ITS_FP5	ITS_FP6	ITS_FR1	ITS_FR2	ITS_FR3	ITS_FR4	ITS_FR5	ITS_FR6	ITS_FS1	ITS_FS2	ITS_FS3	ITS_FS4	ITS_FS5	ITS_FS6	ITS_GP1	ITS_GP2	ITS_GP3	ITS_GP4	ITS_GP5	ITS_GP6	ITS_GR1	ITS_GR2	ITS_GR3	ITS_GR4	ITS_GR5	ITS_GR6	ITS_GS1	ITS_GS2	ITS_GS3	ITS_GS4	ITS_GS5	ITS_GS6	ITS_HP1	ITS_HP2	ITS_HP3	ITS_HP4	ITS_HP5	ITS_HP6	ITS_HR1	ITS_HR2	ITS_HR3	ITS_HR4	ITS_HR5	ITS_HR6	ITS_HS1	ITS_HS2	ITS_HS3	ITS_HS4	ITS_HS5	ITS_HS6	ITS_IEP1	ITS_IEP3	ITS_IEP4	ITS_IEP5	ITS_IEP6	ITS_IER1	ITS_IER3	ITS_IER4	ITS_IER5	ITS_IER6	ITS_IES1	ITS_IES3	ITS_IES4	ITS_IES5	ITS_IES6	ITS_IPP1	ITS_IPP2	ITS_IPP3	ITS_IPP4	ITS_IPP5	ITS_IPP6	ITS_IPR1	ITS_IPR2	ITS_IPR3	ITS_IPR4	ITS_IPR5	ITS_IPR6	ITS_IPS1	ITS_IPS2	ITS_IPS3	ITS_IPS4	ITS_IPS5	ITS_IPS6	negativecontrol	negControl	ITS_SEP1	ITS_SEP2	ITS_SEP3	ITS_SEP4	ITS_SEP5	ITS_SEP6	ITS_SER1	ITS_SER2	ITS_SER3	ITS_SER4	ITS_SER5	ITS_SER6	ITS_SES1	ITS_SES2	ITS_SES3	ITS_SES4	ITS_SES5	ITS_SES6	ITS_SPP1	ITS_SPP2	ITS_SPP3	ITS_SPP4	ITS_SPP5	ITS_SPP6	ITS_SPR1	ITS_SPR2	ITS_SPR3	ITS_SPR4	ITS_SPR5	ITS_SPR6	ITS_SPS1	ITS_SPS2	ITS_SPS3	ITS_SPS4	ITS_SPS5	ITS_SPS6	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
fe4a195a11465e4f21a2401bf1617280	0	0	0	0	0	0	0	0	20	0	0	54	52	0	0	35	29	47	0	0	0	0	0	0	0	0	0	0	0	26	22	0	15	13	0	159	20	0	72	0	0	0	0	36	14	45	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	78	137	100	80	97	92	12128	85	49	60	72	51	140	98	69	26	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	29	27	33	83	0	0	0	0	0	0	0	0	70	0	0	0	0	0	41	181	18	20	0	0	0	0	0	0	0	0	0	0	0	24	11	24	13	0	26	13	0	0	0	0	0	0	0	0	0	0	0	0	19	26	45	43	0	0	0	0	0	0	0	0	19	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	200	61	86	83	87	108	55	198	547	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	17	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0.9%| k__Fungi; p__Ascomycota; p__Sordariomycetes; p__Hypocreales; p__Nectriaceae; p__Unidentified_Nectriaceae; p__Unidentified_Nectriaceae	Nectriaceae	9	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph	Microfungus	NULL	Possible	Fusarium species are amongst the economically significant plant pathogens (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Hirooka Y, et al. 2012. Studies in Mycology 711-210 ((https://doi.org/10.3114/sim0001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); https://www.cdc.gov ((https://www.cdc.gov))'
0eaf58d63104b2f0809dab0ee31609a0	7	8	41	0	0	0	0	0	675	0	0	262	7	111	0	12	9	242	0	0	43	0	3	2	33	0	319	0	16	13	0	23	85	12	11	0	795	21	68	31	29	322	57	232	36	102	526	0	682	0	427	452	0	0	2951	145	0	0	15	96	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	756	487	0	641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	43	48	0	0	20	30	105	0	0	57	0	21	0	9	30	0	0	16	0	0	0	0	0	0	0	26	0	0	0	19	0	4	17	46	61	13	3	3	8	0	0	4	6	0	4	9	3	0	29	9	938	11	12	0	8	5	5	4	4	7	2	7	0	7	0	3	10	0	875	4	3	2	0	0	0	0	0	0	0	6	3	0	0	0	23	6	25	0	0	0	6	0	0	0	0	0	6	0	9	9	0	13	0	38	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	206	138	694	324	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	14	0	11	0	17	15	22	16	179	285	0	0	268	85	0	0	0	18	36	0	0	0	0	0	0	0	20	0	0	0	0	0	1%| k__Fungi; p__Mucoromycota; p__Endogonomycetes; p__Endogonales; p__Endogonales_fam_Incertae_sedis; p__Densospora; p__Unidentified_Densospora	Densospora	13	Saprotroph-Symbiotroph	|Ectomycorrhizal|-Endophyte-Undefined Saprotroph	Microfungus	NULL	Possible	As root_endophyte (Põlme et al. 2020); As soil_saprotroph (Põlme et al. 2020)	b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (as ECM); P\xc3\xb5lme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))'
ba514a920775ab30d99b4faa14e62a0d	9	0	0	0	0	21	369	32	0	59	179	187	627	304	543	126	301	485	0	0	0	0	0	16	0	0	132	0	36	49	96	160	130	61	86	133	545	0	216	105	52	165	50	298	27	809	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	71	0	0	56	45	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	39	0	20	0	193	0	0	0	77	43	236	55	0	51	180	44	46	0	0	0	0	19	0	0	0	0	0	0	107	0	40	0	172	106	429	337	0	95	0	0	0	0	0	0	44	10	64	0	0	91	192	106	334	379	146	346	0	0	0	0	0	0	0	0	0	0	9	0	107	105	142	105	59	108	0	0	0	0	0	0	20	0	45	0	0	0	229	195	467	322	63	33	0	0	14	0	0	0	0	15	0	0	490	35	68	31	0	55	17	50	0	0	37	0	0	0	0	0	0	107	98	92	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0.909%| k__Fungi; p__Mortierellomycota; p__Mortierellomycetes; p__Mortierellales; p__Mortierellaceae; p__Mortierella; p__Unidentified_Mortierella	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Plant Saprotroph-|Undefined Saprotroph|	Microfungus	NULL	Probable	As chitinolytic (Põlme et al. 2020); As soil_saprotroph (Põlme et al. 2020); Decay roots, soil (Põlme et al. 2020); Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739)); P\xc3\xb5lme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))'
7b29cfa38d0c487b92de212b831f8d1d	0	14	7	0	34	0	0	1047	0	164	197	1347	163	0	28	46	20	0	30	0	22	11	0	10	142	0	651	687	366	576	0	0	0	62	24	0	2244	0	8	0	0	31	0	132	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	56	0	0	18	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	1195	0	153	106	32	0	0	23	14	0	0	0	0	0	0	0	0	69	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	438	0	0	650	23	22	27	0	0	0	0	0	0	0	0	0	42	0	140	0	19	16	0	0	0	0	0	0	32	20	0	0	0	11	760	0	0	75	0	0	23	0	0	390	11	0	31	4	0	0	13	6	134	42	0	104	35	0	0	227	16	0	20	0	0	0	0	0	4	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1%| k__Fungi; p__Mucoromycota; p__Endogonomycetes; p__Endogonales; p__Endogonales_fam_Incertae_sedis; p__Densospora; p__Unidentified_Densospora	Densospora	13	Saprotroph-Symbiotroph	|Ectomycorrhizal|-Endophyte-Undefined Saprotroph	Microfungus	NULL	Possible	As root_endophyte (Põlme et al. 2020); As soil_saprotroph (Põlme et al. 2020)	b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (as ECM); P\xc3\xb5lme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))'
42fa251000bad1749e97e6518bd9e9c4	0	0	0	0	0	0	60	0	527	0	0	0	0	117	1220	0	0	0	0	0	0	0	0	0	0	153	0	0	0	122	0	261	0	0	79	0	0	101	62	0	202	0	55	0	0	1812	0	0	0	0	0	0	0	145	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	39	0	0	0	0	0	0	281	2900	468	92	0	558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	45	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	95	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	172	0	102	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	132	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	184	0	0	891	149	225	240	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	76	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1%| k__Fungi; p__Ascomycota; p__Leotiomycetes; p__Helotiales; p__Unidentified_Helotiales; p__Unidentified_Helotiales; p__Unidentified_Helotiales	-	-	-	-	-	-	-	Unassigned	-
968992fc75554f39fb4d60aebced3050	10	0	0	0	0	0	329	25	126	10	27	98	199	208	200	104	143	211	0	0	0	0	0	0	14	17	51	0	0	41	51	92	98	36	85	41	333	23	27	115	49	49	27	138	36	450	59	89	91	46	91	72	86	29	62	24	0	0	0	0	0	0	0	0	0	0	23	106	15	0	22	0	0	29	0	0	20	0	216	184	268	188	60	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	33	17	48	36	74	44	36	29	24	19	0	0	9	0	0	0	177	0	32	10	16	17	68	50	190	178	87	103	0	13	0	0	9	0	0	11	91	11	31	55	117	393	204	125	107	208	0	0	0	0	0	0	7	0	22	0	25	24	47	61	74	62	54	57	0	0	0	0	0	0	54	0	0	0	24	52	252	216	257	179	32	18	13	0	0	0	0	0	36	18	19	0	30	11	33	14	28	52	0	22	0	0	0	0	0	0	0	0	189	0	364	198	114	285	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	28	47	0	0	0	82	59	134	141	60	43	0	0	0	0	0	9	441	0	0	0	0	0	0	0	0	0	0	0	0.8%| k__Fungi; p__Ascomycota; p__Dothideomycetes; p__Pleosporales; p__Didymellaceae; p__Didymella; p__Unidentified_Didymella	Didymella	13	Pathotroph-Saprotroph	Animal Pathogen-|Plant Pathogen|-Plant Saprotroph-Undefined Saprotroph	Microfungus	NULL	Probable	As litter_saprotroph (Põlme et al. 2020); Decay leaf, fruit, seed, roots, soil, animal material (Põlme et al. 2020)	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); P\xc3\xb5lme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))'
90f6d8628fb8e99d6ad4a49f7a72645c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	193	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	257	215	465	137	0	0	201	0	115	219	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	128	0	0	0	106	106	0	72	174	98	135	85	255	159	157	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	127	0	976	1225	1275	692	627	1284	320	339	98	451	323	212	0.667%| k__Fungi; p__Ascomycota; p__Sordariomycetes; p__Sordariales; p__Unidentified_Sordariales; p__Unidentified_Sordariales; p__Unidentified_Sordariales	-	-	-	-	-	-	-	Unassigned	-
2478d9c43912c93848e329426aa12347	18	0	0	0	0	0	269	0	201	0	23	126	166	126	459	39	104	100	18	0	0	0	0	0	18	0	35	0	0	0	95	57	68	56	41	77	3071	17	86	61	15	50	30	172	25	298	27	38	92	53	40	59	51	60	0	24	14	48	0	0	19	35	152	0	0	0	0	136	0	0	0	0	0	0	0	27	44	26	120	102	159	88	28	32	20	0	0	0	0	0	98	14	0	0	0	0	20	22	20	21	0	0	0	14	49	5	23	29	21	19	16	13	63	45	51	23	0	21	27	0	10	0	0	0	0	0	16	0	16	0	10	16	88	92	325	242	56	68	0	0	0	0	0	0	0	0	0	0	13	0	123	154	167	151	112	132	0	0	0	0	0	0	0	0	0	0	10	0	26	39	120	38	31	48	0	0	0	0	0	0	0	0	17	0	11	0	107	118	307	158	48	31	0	0	0	0	0	0	0	0	17	0	0	10	21	10	0	55	0	0	0	22	0	0	0	0	29	0	0	185	98	65	32	138	112	0	0	0	0	0	0	0	0	0	5	19	0	19	0	0	0	4	26	0	0	0	0	0	0	6	0	39	64	0	0	0	0	27	38	84	53	40	0	0	0	0	0	0	0	34	36	35	0	15	57	11	0	5	0	21	17	0.8%| k__Fungi; p__Ascomycota; p__Sordariomycetes; p__Sordariales; p__Chaetomiaceae; p__Unidentified_Chaetomiaceae; p__Unidentified_Chaetomiaceae	Chaetomiaceae	9	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Dung Saprotroph-Endophyte-Epiphyte-Plant Saprotroph-Wood Saprotroph	Microfungus	Soft Rot	Possible	Saprobic, acting as key decay organisms of plant materials and plant-derived commodities (Cannon & Kirk 2007); Epiphyte detection method-culture (Massimo et al. 2015); Endophyte detection method-culture (Busby et al. 2016, David et al. 2016); Likely opportunistic human pathogen (Irinyi et al. 2015)	b'Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge ((https://isbnsearch.org/isbn/9780851998275));  Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6)); Busby PE, et al. 2016. New Phytologist 209:1681-1692 ((https://doi.org/10.1111/nph.13742)); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6))'
eba86a53267c581a934683dae44239ec	0	0	0	0	0	0	13	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	362	0	1001	0	0	418	358	0	0	0	0	0	0	0	43	0	0	0	0	76	121	94	71	90	75	48	354	25	41	49	43	0	0	5901	0	1615	116	0	0	0	0	0	0	4	0	0	0	0	0	0	0	12	0	40	0	0	43	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	113	0	0	0	0	11	0	0	0	79	72	0	65	71	0	0	0	0	44	37	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	19	30	10	0	0	42	26	42	33	29	18	26	0	63	13	16	10	13	1%| k__Fungi; p__Mucoromycota; p__Endogonomycetes; p__Endogonales; p__Endogonales_fam_Incertae_sedis; p__Densospora; p__Unidentified_Densospora	Densospora	13	Saprotroph-Symbiotroph	|Ectomycorrhizal|-Endophyte-Undefined Saprotroph	Microfungus	NULL	Possible	As root_endophyte (Põlme et al. 2020); As soil_saprotroph (Põlme et al. 2020)	b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (as ECM); P\xc3\xb5lme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))'
2a0df26543428106f158369d5a456dbf	9	12	0	6	9	9	22	0	207	6	0	3642	5	10	6	8	14	8	6	0	0	0	0	0	8	0	0	37	10	65	0	10	0	7	0	0	10	0	0	4	118	7	0	10	0	0	0	80	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3450	29	20	7	11	7	111	5	12	14	8	48	24	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	7	0	6	0	0	5	0	0	0	8	5	5	0	8	0	791	0	45	6	0	8	5	0	48	5	0	25	0	0	0	0	2	0	16	0	29	49	11	13	0	0	36	0	0	46	0	0	0	0	0	0	4	0	0	30	27	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	5	60	35	9	0	25	0	15	0	0	15	3	0	0	13	5	1947	4	27	0	13	21	13	15	11	12	3	7	0	0	0	0	0	0	12	9	6	0	22	0	7	23	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0.75%| k__Fungi; p__Basidiomycota; p__Agaricomycetes; p__Sebacinales; p__Unidentified_Sebacinales; p__Unidentified_Sebacinales; p__Unidentified_Sebacinales	-	-	-	-	-	-	-	Unassigned	-
b41c56e1b0df215d4e10e3e1c4c9f206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10376	54	203	172	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	34	28	0	0	0	43	46	28	33	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0.636%| k__Fungi; p__Ascomycota; p__Sordariomycetes; p__Hypocreales; p__Nectriaceae; p__Fusarium; p__Unidentified_Fusarium	Fusarium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Lichen Parasite-|Plant Pathogen|-Plant Saprotroph-Undefined Saprotroph-Wood Saprotroph	Microfungus	Soft Rot	Possible	As foliar_endophyte (Põlme et al. 2020); As litter_saprotroph (Põlme et al. 2020); Causing damping-off disease (Põlme et al. 2020); Decay leaf, fruit, seed, roots, soil, animal material (Põlme et al. 2020); Likely opportunistic human pathogen (Irinyi et al. 2015)	b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Schroers, et al. 2016. Mycologia 108:806-819 ((https://doi.org/10.3852/15-255)); P\xc3\xb5lme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))'
